player_name,player_position,player_team,year,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Curtis Samuel,WR,WAS,2020,1,5,8,38,7.6,0,1,5,5.0,0,0.0,6.8,0.0
Mike Evans,WR,TB,2020,1,1,4,2,2.0,1,0,0,0.0,0,0.0,6.7,0.0
DeVante Parker,WR,NE,2020,1,4,4,47,11.8,0,0,0,0.0,0,0.0,6.7,0.0
Diontae Johnson,WR,PIT,2020,1,6,10,57,9.5,0,0,0,0.0,0,0.0,6.7,0.0
Javon Wims,WR,FA,2020,1,1,2,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Steven Sims Jr.,WR,HOU,2020,1,3,3,50,16.7,0,0,0,0.0,0,0.0,6.5,0.0
Michael Gallup,WR,DAL,2020,1,3,5,50,16.7,0,0,0,0.0,0,0.0,6.5,0.0
A.J. Brown,WR,PHI,2020,1,5,8,39,7.8,0,0,0,0.0,0,0.0,6.4,0.0
Cooper Kupp,WR,LAR,2020,1,4,5,40,10.0,0,0,0,0.0,0,0.0,6.0,0.0
Jalen Reagor,WR,NE,2020,1,1,4,55,55.0,0,0,0,0.0,0,0.0,6.0,0.0
Quintez Cephus,WR,DET,2020,1,3,10,43,14.3,0,0,0,0.0,0,0.0,5.8,0.0
Chase Claypool,WR,MIA,2020,1,2,2,39,19.5,0,1,8,8.0,0,0.0,5.7,0.0
Keenan Allen,WR,LAC,2020,1,4,8,37,9.3,0,0,0,0.0,0,0.0,5.7,0.0
DeSean Jackson,WR,FA,2020,1,2,7,46,23.0,0,0,0,0.0,0,0.0,5.6,0.0
Greg Ward,WR,PHI,2020,1,5,7,31,6.2,0,0,0,0.0,0,0.0,5.6,0.0
David Moore,WR,TB,2020,1,3,3,28,9.3,0,1,12,12.0,0,0.0,5.5,0.0
Larry Fitzgerald,WR,FA,2020,1,4,5,34,8.5,0,0,0,0.0,0,0.0,5.4,0.0
Darnell Mooney,WR,CHI,2020,1,3,3,38,12.7,0,0,0,0.0,0,0.0,5.3,0.0
Tyler Boyd,WR,CIN,2020,1,4,5,33,8.3,0,0,0,0.0,0,0.0,5.3,0.0
Miles Boykin,WR,PIT,2020,1,3,4,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Preston Williams,WR,FA,2020,1,2,7,41,20.5,0,0,0,0.0,0,0.0,5.1,0.0
Tim Patrick,WR,DEN,2020,1,4,5,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
N'Keal Harry,WR,MIN,2020,1,5,6,39,7.8,0,0,0,0.0,0,0.0,4.4,0.0
Kendrick Bourne,WR,NE,2020,1,2,5,34,17.0,0,0,0,0.0,0,0.0,4.4,0.0
Jakeem Grant Sr.,WR,CLE,2020,1,3,3,25,8.3,0,0,0,0.0,0,0.0,4.0,0.0
Odell Beckham Jr.,WR,BAL,2020,1,3,10,22,7.3,0,0,0,0.0,0,0.0,3.7,0.0
Van Jefferson,WR,ATL,2020,1,1,3,31,31.0,0,0,0,0.0,0,0.0,3.6,0.0
Justin Jefferson,WR,MIN,2020,1,2,3,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Demarcus Robinson,WR,LAR,2020,1,3,6,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
Randall Cobb,WR,NYJ,2020,1,2,3,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Breshad Perriman,WR,FA,2020,1,3,5,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Isaiah McKenzie,WR,IND,2020,1,3,3,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Michael Thomas,WR,NO,2020,1,3,5,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Hunter Renfrow,WR,LV,2020,1,2,2,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Marvin Hall,WR,FA,2020,1,1,2,26,26.0,0,0,0,0.0,0,0.0,3.1,0.0
Deonte Harty,WR,BUF,2020,1,1,1,17,17.0,0,1,9,9.0,0,0.0,3.1,0.0
Dontrelle Inman,WR,FA,2020,1,2,5,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Brandin Cooks,WR,DAL,2020,1,2,5,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Zach Pascal,WR,ARI,2020,1,2,3,18,9.0,0,0,0,0.0,0,0.0,2.8,0.0
John Ross,WR,FA,2020,1,2,5,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
C.J. Board,WR,FA,2020,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Mike Thomas,WR,FA,2020,1,2,3,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Gabe Davis,WR,BUF,2020,1,2,2,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Isaiah Ford,WR,FA,2020,1,2,5,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
DaeSean Hamilton,WR,FA,2020,1,1,3,18,18.0,0,0,0,0.0,0,0.0,2.3,0.0
Freddie Swain,WR,MIA,2020,1,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Josh Reynolds,WR,DET,2020,1,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Jalen Guyton,WR,LAC,2020,1,1,1,16,16.0,0,0,0,0.0,0,0.0,2.1,0.0
Michael Pittman Jr.,WR,IND,2020,1,2,2,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Collin Johnson,WR,CHI,2020,1,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
KhaDarel Hodge,WR,ATL,2020,1,1,3,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Devin Duvernay,WR,BAL,2020,1,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Trent Taylor,WR,CHI,2020,1,2,5,7,3.5,0,0,0,0.0,0,0.0,1.7,0.0
Rashard Higgins,WR,FA,2020,1,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Bryan Edwards,WR,FA,2020,1,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
DeAndre Carter,WR,LV,2020,1,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Tyrie Cleveland,WR,IND,2020,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Chris Conley,WR,SF,2020,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Justin Watson,WR,KC,2020,1,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Mecole Hardman Jr.,WR,KC,2020,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Seth Roberts,WR,FA,2020,1,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Tre'Quan Smith,WR,DEN,2020,1,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Chris Hogan,WR,FA,2020,1,1,4,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Christian Kirk,WR,JAC,2020,1,1,5,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
John Hightower,WR,FA,2020,1,1,4,-2,-2.0,0,0,0,0.0,0,0.0,0.3,0.0
Josh Jacobs,RB,LV,2020,1,4,6,46,11.5,0,25,93,3.7,3,0.0,33.9,0.0
Christian McCaffrey,RB,SF,2020,1,3,4,38,12.7,0,23,97,4.2,2,0.0,27.0,0.0
Ezekiel Elliott,RB,NE,2020,1,3,4,31,10.3,1,22,96,4.4,1,0.0,26.2,0.0
Malcolm Brown,RB,FA,2020,1,3,4,31,10.3,0,18,79,4.4,2,0.0,24.5,0.0
Nyheim Hines,RB,BUF,2020,1,8,8,45,5.6,1,7,28,4.0,1,0.0,23.3,0.0
Raheem Mostert,RB,MIA,2020,1,4,5,95,23.8,1,15,56,3.7,0,0.0,23.1,0.0
Chris Carson,RB,FA,2020,1,6,6,45,7.5,2,6,21,3.5,0,0.0,21.6,0.0
Dalvin Cook,RB,NYJ,2020,1,1,2,-2,-2.0,0,12,50,4.2,2,0.0,21.3,0.0
Alvin Kamara,RB,NO,2020,1,5,8,51,10.2,1,12,16,1.3,1,0.0,21.2,0.0
Clyde Edwards-Helaire,RB,KC,2020,1,0,2,0,0.0,0,25,138,5.5,1,0.0,19.8,0.0
David Johnson,RB,FA,2020,1,3,4,32,10.7,0,11,77,7.0,1,0.0,18.4,0.0
Aaron Jones,RB,GB,2020,1,4,6,10,2.5,0,16,66,4.1,1,0.0,15.6,0.0
Peyton Barber,RB,FA,2020,1,0,0,0,0.0,0,17,29,1.7,2,0.0,14.9,0.0
Derrick Henry,RB,TEN,2020,1,3,3,15,5.0,0,31,116,3.7,0,0.0,14.6,0.0
J.K. Dobbins,RB,BAL,2020,1,0,0,0,0.0,0,7,22,3.1,2,0.0,14.2,0.0
Melvin Gordon III,RB,BAL,2020,1,3,3,8,2.7,0,15,78,5.2,1,0.0,14.1,0.0
Kenyan Drake,RB,FA,2020,1,2,2,5,2.5,0,16,60,3.8,1,0.0,13.5,0.0
Adrian Peterson,RB,FA,2020,1,3,3,21,7.0,0,14,93,6.6,0,0.0,12.9,0.0
Todd Gurley II,RB,FA,2020,1,2,5,1,0.5,0,14,56,4.0,1,0.0,12.7,0.0
Chase Edmonds,RB,TB,2020,1,3,5,19,6.3,1,6,26,4.3,0,0.0,12.0,0.0
Joshua Kelley,RB,LAC,2020,1,0,0,0,0.0,0,12,60,5.0,1,0.0,12.0,0.0
Jonathan Taylor,RB,IND,2020,1,6,6,67,11.2,0,9,22,2.4,0,0.0,11.9,0.0
Jerick McKinnon,RB,KC,2020,1,3,5,20,6.7,1,3,24,8.0,0,0.0,11.9,0.0
Benny Snell Jr.,RB,FA,2020,1,0,1,0,0.0,0,19,113,5.9,0,0.0,11.3,0.0
Zack Moss,RB,IND,2020,1,3,4,16,5.3,1,9,11,1.2,0,0.0,10.2,0.0
Kareem Hunt,RB,CLE,2020,1,4,6,9,2.3,0,13,72,5.5,0,0.0,10.1,0.0
Alexander Mattison,RB,MIN,2020,1,4,4,30,7.5,0,6,50,8.3,0,0.0,10.0,0.0
D'Andre Swift,RB,PHI,2020,1,3,5,15,5.0,0,3,8,2.7,1,0.0,9.8,0.0
Sony Michel,RB,FA,2020,1,0,0,0,0.0,0,10,37,3.7,1,0.0,9.7,0.0
Saquon Barkley,RB,NYG,2020,1,6,9,60,10.0,0,15,6,0.4,0,0.0,9.6,0.0
James Robinson,RB,GB,2020,1,1,1,28,28.0,0,16,62,3.9,0,0.0,9.5,0.0
Austin Ekeler,RB,LAC,2020,1,1,1,3,3.0,0,19,84,4.4,0,0.0,9.2,0.0
Ronald Jones II,RB,FA,2020,1,2,3,16,8.0,0,17,66,3.9,0,0.0,9.2,0.0
Josh Adams,RB,FA,2020,1,2,2,14,7.0,0,2,8,4.0,1,0.0,9.2,0.0
Myles Gaskin,RB,LAR,2020,1,4,4,26,6.5,0,9,40,4.4,0,0.0,8.6,0.0
Carlos Hyde,RB,FA,2020,1,0,0,0,0.0,0,7,23,3.3,1,0.0,8.3,0.0
David Montgomery,RB,DET,2020,1,1,3,10,10.0,0,13,64,4.9,0,0.0,7.9,0.0
Devin Singletary,RB,HOU,2020,1,5,7,23,4.6,0,9,30,3.3,0,0.0,7.8,0.0
Marlon Mack,RB,ARI,2020,1,3,3,30,10.0,0,4,26,6.5,0,0.0,7.1,0.0
Devontae Booker,RB,FA,2020,1,3,3,23,7.7,0,4,29,7.3,0,0.0,6.7,0.0
James White,RB,FA,2020,1,3,3,30,10.0,0,5,22,4.4,0,0.0,6.7,0.0
Jordan Howard,RB,FA,2020,1,0,0,0,0.0,0,8,7,0.9,1,0.0,6.7,0.0
Boston Scott,RB,PHI,2020,1,2,2,19,9.5,0,9,35,3.9,0,0.0,6.4,0.0
Jamaal Williams,RB,NO,2020,1,4,4,21,5.3,0,7,21,3.0,0,0.0,6.2,0.0
Tarik Cohen,RB,CAR,2020,1,2,2,6,3.0,0,7,41,5.9,0,0.0,5.7,0.0
Le'Veon Bell,RB,FA,2020,1,2,2,32,16.0,0,6,14,2.3,0,0.0,5.6,0.0
Joe Mixon,RB,CIN,2020,1,1,2,2,2.0,0,19,69,3.6,0,0.0,5.6,0.0
Antonio Gibson,RB,WAS,2020,1,2,2,8,4.0,0,9,36,4.0,0,0.0,5.4,0.0
Kyle Juszczyk,RB,SF,2020,1,1,2,41,41.0,0,1,7,7.0,0,0.0,5.3,0.0
Nick Chubb,RB,CLE,2020,1,1,1,6,6.0,0,10,60,6.0,0,0.0,5.1,0.0
Tyler Ervin,RB,FA,2020,1,1,1,6,6.0,0,3,38,12.7,0,0.0,4.9,0.0
Giovani Bernard,RB,FA,2020,1,4,5,21,5.3,0,1,7,7.0,0,0.0,4.8,0.0
Cam Akers,RB,MIN,2020,1,1,1,4,4.0,0,14,39,2.8,0,0.0,4.8,0.0
Latavius Murray,RB,BUF,2020,1,0,1,0,0.0,0,15,48,3.2,0,0.0,4.8,0.0
Tony Pollard,RB,DAL,2020,1,2,3,22,11.0,0,2,10,5.0,0,0.0,4.2,0.0
Phillip Lindsay,RB,FA,2020,1,1,1,11,11.0,0,7,24,3.4,0,0.0,4.0,0.0
Darrel Williams,RB,FA,2020,1,2,2,7,3.5,0,7,23,3.3,0,0.0,4.0,0.0
J.J. Taylor,RB,FA,2020,1,1,1,4,4.0,0,4,28,7.0,0,0.0,3.7,0.0
Rex Burkhead,RB,FA,2020,1,0,0,0,0.0,0,7,32,4.6,0,0.0,3.2,0.0
Corey Clement,RB,ARI,2020,1,2,2,2,1.0,0,6,19,3.2,0,0.0,3.1,0.0
Brian Hill,RB,FA,2020,1,2,2,8,4.0,0,3,12,4.0,0,0.0,3.0,0.0
Tevin Coleman,RB,FA,2020,1,1,2,6,6.0,0,4,18,4.5,0,0.0,2.9,0.0
Mark Ingram II,RB,FA,2020,1,0,0,0,0.0,0,10,29,2.9,0,0.0,2.9,0.0
James Conner,RB,ARI,2020,1,2,4,8,4.0,0,6,9,1.5,0,0.0,2.7,0.0
Frank Gore,RB,FA,2020,1,0,0,0,0.0,0,6,24,4.0,0,0.0,2.4,0.0
Leonard Fournette,RB,FA,2020,1,1,1,14,14.0,0,5,5,1.0,0,0.0,2.4,0.0
Matt Breida,RB,NYG,2020,1,0,0,0,0.0,0,5,22,4.4,0,0.0,2.2,0.0
Ito Smith,RB,FA,2020,1,3,3,2,0.7,0,1,4,4.0,0,0.0,2.1,0.0
Jalen Richard,RB,FA,2020,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Wayne Gallman Jr.,RB,FA,2020,1,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
Patrick Laird,RB,TB,2020,1,2,2,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Gus Edwards,RB,BAL,2020,1,0,0,0,0.0,0,4,17,4.3,0,0.0,1.7,0.0
Royce Freeman,RB,LAR,2020,1,1,1,12,12.0,0,1,0,0.0,0,0.0,1.7,0.0
Chris Thompson,RB,FA,2020,1,2,2,6,3.0,0,0,0,0.0,0,0.0,1.6,0.0
AJ Dillon,RB,GB,2020,1,0,0,0,0.0,0,2,14,7.0,0,0.0,1.4,0.0
Duke Johnson Jr.,RB,FA,2020,1,0,1,0,0.0,0,5,14,2.8,0,0.0,1.4,0.0
Kerryon Johnson,RB,FA,2020,1,0,0,0,0.0,0,7,14,2.0,0,0.0,1.4,0.0
Travis Homer,RB,CHI,2020,1,2,2,4,2.0,0,3,-1,-0.3,0,0.0,1.3,0.0
Khari Blasingame,RB,CHI,2020,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Jaylen Samuels,RB,FA,2020,1,1,1,1,1.0,0,1,2,2.0,0,0.0,0.8,0.0
LeSean McCoy,RB,FA,2020,1,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Darrell Henderson Jr.,RB,LAR,2020,1,0,0,0,0.0,0,3,6,2.0,0,0.0,0.6,0.0
D'Ernest Johnson,RB,JAC,2020,1,0,0,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
J.D. McKissic,RB,FA,2020,1,1,5,1,1.0,0,3,-2,-0.7,0,0.0,0.4,0.0
Justin Jackson,RB,FA,2020,1,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Anthony Sherman,RB,FA,2020,1,0,0,0,0.0,0,1,2,2.0,0,0.0,0.2,0.0
Jason Huntley,RB,FA,2020,1,0,0,0,0.0,0,1,1,1.0,0,0.0,0.1,0.0
Dion Lewis,RB,FA,2020,1,0,1,0,0.0,0,1,1,1.0,0,0.0,0.1,0.0
Alex Armah Jr.,RB,WAS,2020,1,0,0,0,0.0,0,2,1,0.5,0,0.0,0.1,0.0
Mark Andrews,TE,BAL,2020,1,5,6,58,11.6,2,0,0,0.0,0,0.0,20.3,0.0
Dallas Goedert,TE,PHI,2020,1,8,9,101,12.6,1,0,0,0.0,0,0.0,20.1,0.0
Noah Fant,TE,SEA,2020,1,5,6,81,16.2,1,0,0,0.0,0,0.0,16.6,0.0
T.J. Hockenson,TE,MIN,2020,1,5,5,56,11.2,1,0,0,0.0,0,0.0,14.1,0.0
Travis Kelce,TE,KC,2020,1,6,6,50,8.3,1,0,0,0.0,0,0.0,14.0,0.0
David Njoku,TE,CLE,2020,1,3,3,50,16.7,1,0,0,0.0,0,0.0,12.5,0.0
Logan Thomas,TE,WAS,2020,1,4,8,37,9.3,1,0,0,0.0,0,0.0,11.7,0.0
Jonnu Smith,TE,ATL,2020,1,4,7,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
O.J. Howard,TE,FA,2020,1,4,6,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
Jordan Akins,TE,CLE,2020,1,2,2,39,19.5,1,0,0,0.0,0,0.0,10.9,0.0
Jared Cook,TE,FA,2020,1,5,7,80,16.0,0,0,0,0.0,0,0.0,10.5,0.0
Greg Olsen,TE,FA,2020,1,4,4,24,6.0,1,0,0,0.0,0,0.0,10.4,0.0
Jimmy Graham,TE,NO,2020,1,3,7,25,8.3,1,0,0,0.0,0,0.0,10.0,0.0
Hunter Henry,TE,NE,2020,1,5,8,73,14.6,0,0,0,0.0,0,0.0,9.8,0.0
Zach Ertz,TE,ARI,2020,1,3,7,18,6.0,1,0,0,0.0,0,0.0,9.3,0.0
Darren Waller,TE,NYG,2020,1,6,8,45,7.5,0,0,0,0.0,0,0.0,7.5,0.0
George Kittle,TE,SF,2020,1,4,5,44,11.0,0,1,9,9.0,0,0.0,7.3,0.0
MyCole Pruitt,TE,ATL,2020,1,1,1,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
C.J. Uzomah,TE,NYJ,2020,1,4,5,45,11.3,0,0,0,0.0,0,0.0,6.5,0.0
Jack Doyle,TE,FA,2020,1,3,4,49,16.3,0,0,0,0.0,0,0.0,6.4,0.0
Tyler Higbee,TE,LAR,2020,1,3,4,40,13.3,0,0,0,0.0,0,0.0,5.5,0.0
Hayden Hurst,TE,CAR,2020,1,3,5,38,12.7,0,0,0,0.0,0,0.0,5.3,0.0
Chris Herndon IV,TE,FA,2020,1,6,7,37,6.2,0,0,0,0.0,0,0.0,4.7,0.0
Mike Gesicki,TE,NE,2020,1,3,5,30,10.0,0,0,0,0.0,0,0.0,4.5,0.0
Kyle Rudolph,TE,FA,2020,1,2,2,28,14.0,0,0,0,0.0,0,0.0,3.8,0.0
Dawson Knox,TE,BUF,2020,1,2,3,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Dan Arnold,TE,FA,2020,1,2,2,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Ryan Izzo,TE,FA,2020,1,1,2,25,25.0,0,0,0,0.0,0,0.0,3.0,0.0
Mo Alie-Cox,TE,IND,2020,1,2,2,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Darren Fells,TE,FA,2020,1,2,2,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Kaden Smith,TE,FA,2020,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Ian Thomas,TE,CAR,2020,1,2,2,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Austin Hooper,TE,LV,2020,1,2,2,15,7.5,0,0,0,0.0,0,0.0,2.5,0.0
Eric Ebron,TE,FA,2020,1,1,2,18,18.0,0,0,0,0.0,0,0.0,2.3,0.0
Jordan Reed,TE,FA,2020,1,2,2,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Rob Gronkowski,TE,FA,2020,1,2,3,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
Evan Engram,TE,JAC,2020,1,2,7,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Levine Toilolo,TE,FA,2020,1,1,1,13,13.0,0,0,0,0.0,0,0.0,1.8,0.0
Will Dissly,TE,SEA,2020,1,2,2,8,4.0,0,0,0,0.0,0,0.0,1.8,0.0
Josiah Deguara,TE,GB,2020,1,1,2,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Blake Jarwin,TE,FA,2020,1,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Dalton Schultz,TE,HOU,2020,1,1,4,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Irv Smith Jr.,TE,CIN,2020,1,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Virgil Green,TE,FA,2020,1,1,2,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Anthony Firkser,TE,DET,2020,1,2,2,5,2.5,0,0,0,0.0,0,0.0,1.5,0.0
Jacob Hollister,TE,FA,2020,1,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Tyler Eifert,TE,FA,2020,1,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Nick Boyle,TE,FA,2020,1,2,3,3,1.5,0,0,0,0.0,0,0.0,1.3,0.0
Gerald Everett,TE,LAC,2020,1,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
