player_name,player_position,player_team,year,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Chris Godwin,WR,TB,2019,1,3,6,53,17.7,1,0,0,0.0,0,0.0,12.8,0.0
Robert Woods,WR,HOU,2019,1,8,13,70,8.8,0,2,16,8.0,0,0.0,12.6,0.0
Kenny Golladay,WR,FA,2019,1,4,9,42,10.5,1,0,0,0.0,0,0.0,12.2,0.0
Julio Jones,WR,PHI,2019,1,6,11,31,5.2,1,0,0,0.0,0,0.0,12.1,0.0
Adam Thielen,WR,CAR,2019,1,3,3,43,14.3,1,0,0,0.0,0,0.0,11.8,0.0
Dede Westbrook,WR,FA,2019,1,5,6,30,6.0,1,1,2,2.0,0,0.0,11.7,0.0
A.J. Brown,WR,PHI,2019,1,3,4,100,33.3,0,0,0,0.0,0,0.0,11.5,0.0
Trey Quinn,WR,FA,2019,1,4,6,33,8.3,1,0,0,0.0,0,0.0,11.3,0.0
Kenny Stills,WR,FA,2019,1,3,3,37,12.3,1,0,0,0.0,0,0.0,11.2,0.0
Willie Snead IV,WR,SF,2019,1,2,3,41,20.5,1,0,0,0.0,0,0.0,11.1,0.0
DK Metcalf,WR,SEA,2019,1,4,6,89,22.3,0,0,0,0.0,0,0.0,10.9,0.0
Tyler Lockett,WR,SEA,2019,1,1,2,44,44.0,1,0,0,0.0,0,0.0,10.9,0.0
JuJu Smith-Schuster,WR,NE,2019,1,6,8,78,13.0,0,0,0,0.0,0,0.0,10.8,0.0
Odell Beckham Jr.,WR,BAL,2019,1,7,11,71,10.1,0,0,0,0.0,0,0.0,10.6,0.0
Richie James Jr.,WR,KC,2019,1,1,2,39,39.0,1,0,0,0.0,0,0.0,10.4,0.0
Tyler Boyd,WR,CIN,2019,1,8,12,60,7.5,0,1,3,3.0,0,0.0,10.3,0.0
Preston Williams,WR,FA,2019,1,3,5,24,8.0,1,0,0,0.0,0,0.0,9.9,0.0
Jarvis Landry,WR,FA,2019,1,4,7,67,16.8,0,1,10,10.0,0,0.0,9.7,0.0
Tre'Quan Smith,WR,DEN,2019,1,2,2,26,13.0,1,0,0,0.0,0,0.0,9.6,0.0
DJ Moore,WR,CHI,2019,1,7,10,76,10.9,0,0,0,0.0,0,0.0,9.1,0.0
DeVante Parker,WR,NE,2019,1,3,7,75,25.0,0,0,0,0.0,0,0.0,9.0,0.0
Cody Latimer,WR,FA,2019,1,3,7,74,24.7,0,0,0,0.0,0,0.0,8.9,0.0
Christian Kirk,WR,JAC,2019,1,4,12,32,8.0,0,1,12,12.0,0,0.0,8.4,0.0
Mohamed Sanu Sr.,WR,FA,2019,1,5,6,57,11.4,0,0,0,0.0,0,0.0,8.2,0.0
Cooper Kupp,WR,LAR,2019,1,7,10,46,6.6,0,0,0,0.0,0,0.0,8.1,0.0
Marvin Jones Jr.,WR,FA,2019,1,4,4,56,14.0,0,1,4,4.0,0,0.0,8.0,0.0
William Fuller V,WR,FA,2019,1,2,3,69,34.5,0,0,0,0.0,0,0.0,7.9,0.0
Marquez Valdes-Scantling,WR,KC,2019,1,4,6,52,13.0,0,1,0,0.0,0,0.0,7.2,0.0
Sterling Shepard,WR,NYG,2019,1,6,7,42,7.0,0,0,0,0.0,0,0.0,7.2,0.0
KeeSean Johnson,WR,FA,2019,1,5,10,46,9.2,0,0,0,0.0,0,0.0,7.1,0.0
Miles Boykin,WR,PIT,2019,1,1,1,5,5.0,1,0,0,0.0,0,0.0,7.0,0.0
Bennie Fowler III,WR,FA,2019,1,5,5,40,8.0,0,0,0,0.0,0,0.0,6.5,0.0
Cole Beasley,WR,FA,2019,1,5,9,40,8.0,0,0,0,0.0,0,0.0,6.5,0.0
Damiere Byrd,WR,ATL,2019,1,4,7,42,10.5,0,0,0,0.0,0,0.0,6.2,0.0
Justin Hardy,WR,FA,2019,1,4,5,41,10.3,0,0,0,0.0,0,0.0,6.1,0.0
James Washington,WR,FA,2019,1,2,6,51,25.5,0,0,0,0.0,0,0.0,6.1,0.0
Ryan Switzer,WR,FA,2019,1,6,6,29,4.8,0,0,0,0.0,0,0.0,5.9,0.0
Rashard Higgins,WR,FA,2019,1,2,3,46,23.0,0,0,0,0.0,0,0.0,5.6,0.0
Davante Adams,WR,LV,2019,1,4,8,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Paul Richardson Jr.,WR,FA,2019,1,4,7,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Brandin Cooks,WR,DAL,2019,1,2,6,39,19.5,0,0,0,0.0,0,0.0,4.9,0.0
Stefon Diggs,WR,BUF,2019,1,2,2,37,18.5,0,0,0,0.0,0,0.0,4.7,0.0
Curtis Samuel,WR,WAS,2019,1,3,4,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Devin Funchess,WR,FA,2019,1,3,5,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Damion Willis,WR,FA,2019,1,3,5,30,10.0,0,0,0,0.0,0,0.0,4.5,0.0
Deon Cain,WR,FA,2019,1,2,2,35,17.5,0,0,0,0.0,0,0.0,4.5,0.0
Kelvin Harmon,WR,FA,2019,1,2,2,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Diontae Johnson,WR,PIT,2019,1,3,5,25,8.3,0,0,0,0.0,0,0.0,4.0,0.0
Mike Williams,WR,LAC,2019,1,2,3,29,14.5,0,0,0,0.0,0,0.0,3.9,0.0
Robbie Chosen,WR,MIA,2019,1,3,7,23,7.7,0,0,0,0.0,0,0.0,3.8,0.0
Mike Evans,WR,TB,2019,1,2,5,28,14.0,0,0,0,0.0,0,0.0,3.8,0.0
Taylor Gabriel,WR,FA,2019,1,2,5,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
Trevor Davis,WR,FA,2019,1,1,1,28,28.0,0,0,0,0.0,0,0.0,3.3,0.0
Deebo Samuel,WR,SF,2019,1,3,3,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Tyreek Hill,WR,MIA,2019,1,2,2,16,8.0,0,1,5,5.0,0,0.0,3.1,0.0
Ryan Grant,WR,FA,2019,1,3,4,16,5.3,0,0,0,0.0,0,0.0,3.1,0.0
Zay Jones,WR,JAC,2019,1,2,4,18,9.0,0,0,0,0.0,0,0.0,2.8,0.0
Alex Erickson,WR,LAC,2019,1,4,4,28,7.0,0,0,0,0.0,0,0.0,2.8,0.0
Damion Ratley,WR,FA,2019,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Allen Hurns,WR,FA,2019,1,1,2,22,22.0,0,0,0,0.0,0,0.0,2.7,0.0
Jakobi Meyers,WR,LV,2019,1,1,1,22,22.0,0,0,0,0.0,0,0.0,2.7,0.0
Albert Wilson,WR,FA,2019,1,2,4,13,6.5,0,1,1,1.0,0,0.0,2.4,0.0
Hunter Renfrow,WR,LV,2019,1,2,3,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Donte Moncrief,WR,FA,2019,1,3,10,7,2.3,0,0,0,0.0,0,0.0,2.2,0.0
Travis Benjamin,WR,FA,2019,1,2,3,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Nelson Agholor,WR,BAL,2019,1,2,5,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
Josh Bellamy,WR,FA,2019,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Breshad Perriman,WR,FA,2019,1,2,5,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Jarius Wright,WR,FA,2019,1,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
Russell Gage,WR,TB,2019,1,1,2,13,13.0,0,1,-1,-1.0,0,0.0,1.7,0.0
Seth Roberts,WR,FA,2019,1,1,1,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
DaeSean Hamilton,WR,FA,2019,1,2,4,5,2.5,0,0,0,0.0,0,0.0,1.5,0.0
Kendrick Bourne,WR,NE,2019,1,1,3,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Chad Beebe,WR,FA,2019,1,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Parris Campbell,WR,NYG,2019,1,1,1,1,1.0,0,1,7,7.0,0,0.0,1.3,0.0
Tavon Austin,WR,FA,2019,1,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Dwayne Harris,WR,FA,2019,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Marquise Goodwin,WR,CLE,2019,1,1,3,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Dante Pettis,WR,FA,2019,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Adam Humphries,WR,FA,2019,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Dontrelle Inman,WR,FA,2019,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Demarcus Robinson,WR,LAR,2019,1,1,2,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
DeAndre Carter,WR,LV,2019,1,1,1,-1,-1.0,0,0,0,0.0,0,0.0,0.4,0.0
Christian McCaffrey,RB,SF,2019,1,10,11,81,8.1,0,19,128,6.7,2,0.0,37.9,0.0
Austin Ekeler,RB,LAC,2019,1,6,7,96,16.0,2,12,58,4.8,1,0.0,36.4,0.0
Derrick Henry,RB,TEN,2019,1,1,2,75,75.0,1,19,84,4.4,1,0.0,28.4,0.0
Marlon Mack,RB,ARI,2019,1,0,0,0,0.0,0,25,174,7.0,1,0.0,25.4,0.0
Dalvin Cook,RB,NYJ,2019,1,2,2,9,4.5,0,21,111,5.3,2,0.0,25.0,0.0
Josh Jacobs,RB,LV,2019,1,1,1,28,28.0,0,23,85,3.7,2,0.0,23.8,0.0
Mark Ingram II,RB,FA,2019,1,0,0,0,0.0,0,14,107,7.6,2,0.0,22.7,0.0
David Johnson,RB,FA,2019,1,6,7,55,9.2,1,18,82,4.6,0,0.0,22.7,0.0
Chris Carson,RB,FA,2019,1,6,7,34,5.7,1,15,46,3.1,1,0.0,21.0,0.0
Alvin Kamara,RB,NO,2019,1,7,8,72,10.3,0,13,97,7.5,0,0.0,20.4,0.0
Le'Veon Bell,RB,FA,2019,1,6,9,32,5.3,1,17,60,3.5,0,0.0,20.2,0.0
Malcolm Brown,RB,FA,2019,1,0,0,0,0.0,0,11,53,4.8,2,0.0,17.3,0.0
Saquon Barkley,RB,NYG,2019,1,4,6,19,4.8,0,11,120,10.9,0,0.0,15.9,0.0
Damien Williams,RB,ARI,2019,1,6,6,39,6.5,0,13,26,2.0,1,0.0,15.5,0.0
Ezekiel Elliott,RB,NE,2019,1,1,2,10,10.0,0,13,53,4.1,1,0.0,12.8,0.0
Devin Singletary,RB,HOU,2019,1,5,6,28,5.6,0,4,70,17.5,0,0.0,12.3,0.0
Latavius Murray,RB,BUF,2019,1,2,3,4,2.0,0,6,43,7.2,1,0.0,11.7,0.0
Wayne Gallman Jr.,RB,FA,2019,1,3,3,24,8.0,0,2,17,8.5,1,0.0,11.6,0.0
Chris Thompson,RB,FA,2019,1,7,10,68,9.7,0,3,10,3.3,0,0.0,11.3,0.0
Rex Burkhead,RB,FA,2019,1,5,8,41,8.2,0,8,44,5.5,0,0.0,11.0,0.0
Duke Johnson Jr.,RB,FA,2019,1,4,5,33,8.3,0,9,57,6.3,0,0.0,11.0,0.0
James White,RB,FA,2019,1,5,7,56,11.2,0,4,26,6.5,0,0.0,10.7,0.0
Todd Gurley II,RB,FA,2019,1,1,1,4,4.0,0,14,97,6.9,0,0.0,10.6,0.0
Nick Chubb,RB,CLE,2019,1,3,4,10,3.3,0,17,75,4.4,0,0.0,10.0,0.0
LeSean McCoy,RB,FA,2019,1,1,1,12,12.0,0,10,81,8.1,0,0.0,9.8,0.0
Ronald Jones II,RB,FA,2019,1,1,1,18,18.0,0,13,75,5.8,0,0.0,9.8,0.0
Darren Sproles,RB,FA,2019,1,3,3,16,5.3,0,9,47,5.2,0,0.0,9.8,0.0
Leonard Fournette,RB,FA,2019,1,4,6,28,7.0,0,13,66,5.1,0,0.0,9.4,0.0
Carlos Hyde,RB,FA,2019,1,1,1,2,2.0,0,10,83,8.3,0,0.0,9.0,0.0
Tarik Cohen,RB,CAR,2019,1,8,10,49,6.1,0,0,0,0.0,0,0.0,8.9,0.0
Phillip Lindsay,RB,FA,2019,1,4,6,23,5.8,0,11,43,3.9,0,0.0,8.6,0.0
James Conner,RB,ARI,2019,1,4,4,44,11.0,0,10,21,2.1,0,0.0,8.5,0.0
Dontrell Hilliard,RB,FA,2019,1,1,2,14,14.0,0,1,4,4.0,1,0.0,8.3,0.0
Giovani Bernard,RB,FA,2019,1,2,3,42,21.0,0,7,21,3.0,0,0.0,7.3,0.0
Kerryon Johnson,RB,FA,2019,1,2,2,13,6.5,0,16,49,3.1,0,0.0,7.2,0.0
Patrick Ricard,RB,BAL,2019,1,1,1,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Mike Davis,RB,FA,2019,1,6,7,17,2.8,0,5,19,3.8,0,0.0,6.6,0.0
Royce Freeman,RB,LAR,2019,1,1,1,5,5.0,0,10,56,5.6,0,0.0,6.6,0.0
Justin Jackson,RB,FA,2019,1,1,3,4,4.0,0,6,57,9.5,0,0.0,6.6,0.0
Tevin Coleman,RB,FA,2019,1,2,3,33,16.5,0,6,23,3.8,0,0.0,6.6,0.0
Jordan Howard,RB,FA,2019,1,2,3,11,5.5,0,6,44,7.3,0,0.0,6.5,0.0
Alex Armah Jr.,RB,WAS,2019,1,0,0,0,0.0,0,1,1,1.0,1,0.0,6.1,0.0
Gus Edwards,RB,BAL,2019,1,0,0,0,0.0,0,17,56,3.3,0,0.0,5.6,0.0
Peyton Barber,RB,FA,2019,1,2,4,12,6.0,0,8,33,4.1,0,0.0,5.5,0.0
Derrius Guice,RB,FA,2019,1,3,3,20,6.7,0,10,18,1.8,0,0.0,5.3,0.0
Dare Ogunbowale,RB,HOU,2019,1,4,5,33,8.3,0,0,0,0.0,0,0.0,5.3,0.0
David Montgomery,RB,DET,2019,1,1,1,27,27.0,0,6,18,3.0,0,0.0,5.0,0.0
Alexander Mattison,RB,MIN,2019,1,0,0,0,0.0,0,9,49,5.4,0,0.0,4.9,0.0
D'Ernest Johnson,RB,JAC,2019,1,2,2,23,11.5,0,1,13,13.0,0,0.0,4.6,0.0
Raheem Mostert,RB,MIA,2019,1,1,1,0,0.0,0,9,40,4.4,0,0.0,4.5,0.0
Ito Smith,RB,FA,2019,1,1,1,9,9.0,0,6,31,5.2,0,0.0,4.5,0.0
Aaron Jones,RB,GB,2019,1,1,1,0,0.0,0,13,39,3.0,0,0.0,4.4,0.0
Kenyan Drake,RB,FA,2019,1,2,3,15,7.5,0,4,12,3.0,0,0.0,3.7,0.0
Matt Breida,RB,NYG,2019,1,0,1,0,0.0,0,15,37,2.5,0,0.0,3.7,0.0
Nyheim Hines,RB,BUF,2019,1,4,4,4,1.0,0,4,13,3.3,0,0.0,3.7,0.0
C.J. Anderson,RB,FA,2019,1,0,0,0,0.0,0,11,35,3.2,0,0.0,3.5,0.0
J.D. McKissic,RB,FA,2019,1,2,2,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
Miles Sanders,RB,CAR,2019,1,1,2,2,2.0,0,11,25,2.3,0,0.0,3.2,0.0
Dion Lewis,RB,FA,2019,1,3,4,6,2.0,0,3,7,2.3,0,0.0,2.8,0.0
Joe Mixon,RB,CIN,2019,1,2,3,7,3.5,0,6,10,1.7,0,0.0,2.7,0.0
Justice Hill,RB,BAL,2019,1,0,0,0,0.0,0,7,27,3.9,0,0.0,2.7,0.0
Devonta Freeman,RB,FA,2019,1,3,4,12,4.0,0,8,19,2.4,0,0.0,2.6,0.0
Jamaal Williams,RB,NO,2019,1,2,2,15,7.5,0,5,0,0.0,0,0.0,2.5,0.0
Tony Pollard,RB,DAL,2019,1,0,0,0,0.0,0,13,24,1.8,0,0.0,2.4,0.0
Frank Gore,RB,FA,2019,1,0,0,0,0.0,0,11,20,1.8,0,0.0,2.0,0.0
Anthony Sherman,RB,FA,2019,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Patrick DiMarco,RB,FA,2019,1,2,2,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Rashaad Penny,RB,PHI,2019,1,0,0,0,0.0,0,6,18,3.0,0,0.0,1.8,0.0
Kalen Ballage,RB,FA,2019,1,1,1,13,13.0,0,5,-1,-0.2,0,0.0,1.7,0.0
Sony Michel,RB,FA,2019,1,0,0,0,0.0,0,15,14,0.9,0,0.0,1.4,0.0
Jaylen Samuels,RB,FA,2019,1,1,2,2,2.0,0,2,4,2.0,0,0.0,1.1,0.0
DeAndre Washington,RB,FA,2019,1,0,0,0,0.0,0,2,8,4.0,0,0.0,0.8,0.0
Darwin Thompson,RB,FA,2019,1,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Ameer Abdullah,RB,LV,2019,1,0,0,0,0.0,0,2,8,4.0,0,0.0,0.8,0.0
Brandon Bolden,RB,LV,2019,1,0,0,0,0.0,0,1,7,7.0,0,0.0,0.7,0.0
Ryquell Armstead,RB,FA,2019,1,0,1,0,0.0,0,1,7,7.0,0,0.0,0.7,0.0
Ty Johnson,RB,BUF,2019,1,0,0,0,0.0,0,1,6,6.0,0,0.0,0.6,0.0
Chase Edmonds,RB,TB,2019,1,0,1,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
Nick Bawden,RB,NYJ,2019,1,1,1,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Ty Montgomery II,RB,NE,2019,1,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Derek Watt,RB,FA,2019,1,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Jalen Richard,RB,FA,2019,1,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Elijhaa Penny,RB,FA,2019,1,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Mark Walton,RB,FA,2019,1,0,0,0,0.0,0,1,1,1.0,0,0.0,0.1,0.0
Evan Engram,TE,JAC,2019,1,11,14,116,10.5,1,0,0,0.0,0,0.0,23.1,0.0
T.J. Hockenson,TE,MIN,2019,1,6,9,131,21.8,1,0,0,0.0,0,0.0,22.1,0.0
Mark Andrews,TE,BAL,2019,1,8,8,108,13.5,1,0,0,0.0,0,0.0,20.8,0.0
Delanie Walker,TE,FA,2019,1,5,6,55,11.0,2,0,0,0.0,0,0.0,20.0,0.0
Vernon Davis,TE,FA,2019,1,4,7,59,14.8,1,0,0,0.0,0,0.0,13.9,0.0
Austin Hooper,TE,LV,2019,1,9,9,77,8.6,0,0,0,0.0,0,0.0,12.2,0.0
David Njoku,TE,CLE,2019,1,4,6,37,9.3,1,0,0,0.0,0,0.0,11.7,0.0
Blake Jarwin,TE,FA,2019,1,3,3,39,13.0,1,0,0,0.0,0,0.0,11.4,0.0
Jimmy Graham,TE,NO,2019,1,3,5,30,10.0,1,0,0,0.0,0,0.0,10.5,0.0
Darren Waller,TE,NYG,2019,1,7,8,70,10.0,0,0,0,0.0,0,0.0,10.5,0.0
Travis Kelce,TE,KC,2019,1,3,8,88,29.3,0,0,0,0.0,0,0.0,10.3,0.0
Tyler Higbee,TE,LAR,2019,1,4,5,20,5.0,1,0,0,0.0,0,0.0,10.0,0.0
George Kittle,TE,SF,2019,1,8,10,54,6.8,0,0,0,0.0,0,0.0,9.4,0.0
Jason Witten,TE,FA,2019,1,3,4,15,5.0,1,0,0,0.0,0,0.0,9.0,0.0
C.J. Uzomah,TE,NYJ,2019,1,4,5,66,16.5,0,0,0,0.0,0,0.0,8.6,0.0
Hunter Henry,TE,NE,2019,1,4,5,60,15.0,0,0,0,0.0,0,0.0,8.0,0.0
Zach Ertz,TE,ARI,2019,1,5,7,54,10.8,0,0,0,0.0,0,0.0,7.9,0.0
Hayden Hurst,TE,CAR,2019,1,3,3,41,13.7,0,0,0,0.0,0,0.0,5.6,0.0
Greg Olsen,TE,FA,2019,1,4,9,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
James O'Shaughnessy,TE,FA,2019,1,4,5,32,8.0,0,0,0,0.0,0,0.0,5.2,0.0
Tyler Eifert,TE,FA,2019,1,5,5,27,5.4,0,0,0,0.0,0,0.0,5.2,0.0
Vance McDonald,TE,FA,2019,1,2,4,40,20.0,0,0,0,0.0,0,0.0,5.0,0.0
Jared Cook,TE,FA,2019,1,2,3,37,18.5,0,0,0,0.0,0,0.0,4.7,0.0
Tommy Sweeney,TE,NYG,2019,1,2,2,35,17.5,0,0,0,0.0,0,0.0,4.5,0.0
Nick Boyle,TE,FA,2019,1,3,3,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Mike Gesicki,TE,NE,2019,1,2,6,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Geoff Swaim,TE,ARI,2019,1,4,4,17,4.3,0,0,0,0.0,0,0.0,3.7,0.0
Noah Fant,TE,SEA,2019,1,2,4,29,14.5,0,1,-5,-5.0,0,0.0,3.4,0.0
Robert Tonyan,TE,CHI,2019,1,1,1,28,28.0,0,0,0,0.0,0,0.0,3.3,0.0
O.J. Howard,TE,FA,2019,1,4,5,32,8.0,0,0,0,0.0,0,0.0,3.2,0.0
Foster Moreau,TE,NO,2019,1,2,2,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Nick Vannett,TE,LAC,2019,1,2,2,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Dallas Goedert,TE,PHI,2019,1,2,3,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Jack Doyle,TE,FA,2019,1,1,2,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
Ryan Griffin,TE,FA,2019,1,3,4,10,3.3,0,0,0,0.0,0,0.0,2.5,0.0
Marcedes Lewis,TE,CHI,2019,1,2,3,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Jonnu Smith,TE,ATL,2019,1,1,1,7,7.0,0,1,10,10.0,0,0.0,2.2,0.0
Jordan Akins,TE,CLE,2019,1,1,2,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Maxx Williams,TE,FA,2019,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Jesse James,TE,FA,2019,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Cameron Brate,TE,FA,2019,1,2,2,8,4.0,0,0,0,0.0,0,0.0,1.8,0.0
Will Dissly,TE,SEA,2019,1,1,2,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Rhett Ellison,TE,FA,2019,1,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Eric Ebron,TE,FA,2019,1,1,3,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Jeremy Sprinkle,TE,FA,2019,1,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Blake Bell,TE,KC,2019,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Gerald Everett,TE,LAC,2019,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Adam Shaheen,TE,FA,2019,1,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Charles Clay,TE,FA,2019,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Virgil Green,TE,FA,2019,1,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Mo Alie-Cox,TE,IND,2019,1,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Ryan Izzo,TE,FA,2019,1,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Dawson Knox,TE,BUF,2019,1,1,2,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Josh Hill,TE,FA,2019,1,1,1,-2,-2.0,0,0,0,0.0,0,0.0,0.3,0.0
Demarcus Robinson,WR,LAR,2019,2,6,6,172,28.7,2,0,0,0.0,0,0.0,32.2,0.0
Odell Beckham Jr.,WR,BAL,2019,2,6,10,161,26.8,1,0,0,0.0,0,0.0,25.1,0.0
Julio Jones,WR,PHI,2019,2,5,10,106,21.2,2,0,0,0.0,0,0.0,25.1,0.0
Emmanuel Sanders,WR,FA,2019,2,11,13,98,8.9,1,0,0,0.0,0,0.0,23.3,0.0
Chris Godwin,WR,TB,2019,2,8,9,121,15.1,1,0,0,0.0,0,0.0,22.1,0.0
